"marital","retire","gender","tollfree","equip","callcard","wireless","multiline","voice","pager","internet","callid","callwait","forward","confer","ebill","custcat","region","tenure","age","address","income","employ","reside","longmon","tollmon","equipmon","cardmon","wiremon","longten","tollten","equipten","cardten","wireten","loglong","lninc","edNS","edN","edS","edSN","edSS","edNN"
3,4,10,"Y","No","nnnn","Y","yes","Nooo","nn","Nooo","N",22,77,99,88,8,22,14,35,4,47,10,1,5,21.75,0,0,24.15,76.2,318.2,0,0,274,1.6094379124,3.8501476017,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,35,61,23,41,11,1,9.6,0,0,9.5,0,353.55,0,0,295,0,2.2617630985,3.7135720667,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","No","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,88,16,33,26,39,8,105,13,1,6.6,39.75,0,37.25,38.25,159.7,1022.45,0,1005,885.1,1.887069649,4.6539603502,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","nnnn","N","no","Yesss","nn","Yesss","N",22,33,44,88,4,11,13,54,2,31,2,1,5.85,0,0,0,0,97,0,0,0,0,1.7664416612,3.4339872045,404,404,"CollegeDegree","CD","CD",404
8,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,22,69,40,13,41,17,3,25.25,0,0,33,0,1725.1,0,0,2320,0,3.2288261557,3.7135720667,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","No","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,33,61,50,30,102,9,3,12.6,0,0,12.5,0,760.3,0,0,745,0,2.533696814,4.6249728133,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","Yes","nnnn","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,22,45,22,2,36,0,5,9.95,14.75,26.15,0,0,412.1,663.1,1180.5,0,0,2.2975725512,3.5835189385,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","No","nnnn","N","no","Yesss","nn","Nooo","N",22,33,99,88,4,22,3,37,13,24,3,1,2,0,0,0,0,3.05,0,0,0,0,0.6931471806,3.1780538303,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","Yes","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,22,53,22,1,25,0,2,12.05,0,27.15,6.5,0,666,0,1469.25,335,0,2.4890646599,3.2188758249,404,404,"CollegeDegree","CD","CD",404
3,4,10,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,11,59,42,1,68,21,1,17.3,21.25,0,19.25,0,997.85,1183.55,0,1160,0,2.8507065015,4.2195077052,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,3,4,11,13,34,11,20,0,1,4.8,0,0,0,0,71.05,0,0,0,0,1.5686159179,2.9957322736,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",66,77,99,3,12,33,31,31,4,48,15,1,3.8,0,0,0,0,127.7,0,0,0,0,1.3350010667,3.8712010109,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",66,77,99,3,12,11,40,29,6,40,8,5,13,0,0,0,0,502.95,0,0,0,0,2.5649493575,3.6888794541,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,11,48,55,15,79,25,1,13.8,0,0,25.5,0,668.65,0,0,1140,0,2.6246685922,4.3694478525,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"Y","Yes","yyyy","N","no","Nooo","nn","Yesss","N",22,77,44,3,4,33,3,31,1,28,0,1,3.45,15.5,23.3,23.5,0,13.3,48.75,62.95,45,0,1.238374231,3.3322045102,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,51,48,12,64,22,1,14.8,0,0,17,0,708.45,0,0,820,0,2.6946271808,4.1588830834,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,33,33,41,15,37,11,1,12.2,0,0,0,0,415.05,0,0,0,0,2.5014359517,3.6109179126,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,99,3,4,33,14,47,7,48,13,2,4.25,11,0,0,0,55.5,126.45,0,0,0,1.4469189829,3.8712010109,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","Yes","nnnn","Y","yes","Nooo","nn","Yesss","N",22,33,44,88,8,11,17,42,6,131,6,3,5.8,0,35.35,0,21.65,103.1,0,527.8,0,331.4,1.7578579176,4.8751973232,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Yesss","N",22,77,44,88,4,33,19,29,9,18,2,3,5.4,0,0,0,0,108.5,0,0,0,0,1.6863989536,2.8903717579,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,22,58,36,10,38,14,1,10.15,0,0,17.75,0,538.65,0,0,1030,0,2.3174737055,3.6375861597,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","Yes","yyyy","Y","no","Yesss","nn","Yesss","y",22,33,99,88,16,33,22,23,3,37,4,3,5.35,0,28.1,9,24.7,144.05,0,602.2,200,503.5,1.6770965609,3.6109179126,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,22,29,31,1,60,6,5,9.6,0,26.75,0,0,243.9,0,730.8,0,0,2.2617630985,4.0943445622,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,3,8,33,14,22,2,13,0,4,9.45,0,26.85,0,0,117.55,0,364.1,0,0,2.2460147415,2.5649493575,303,303,"SomeCollege","SC","SC",303
8,4,10,"Y","No","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,3,16,22,70,64,18,98,31,2,26.15,84,0,11.25,45.45,1805.1,5850.25,0,720,3243.25,3.2638491905,4.5849674787,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"Y","No","yyyy","Y","yes","Nooo","nn","Nooo","N",22,77,99,3,12,11,62,52,2,195,23,2,23.15,36.75,0,36,34.3,1420.95,2308.25,0,2205,2082.8,3.1419947805,5.2729995586,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,7,35,0,47,14,5,5.2,0,0,0,0,46.9,0,0,0,0,1.6486586256,3.8501476017,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"Y","No","yyyy","Y","no","Yesss","yy","Nooo","y",66,77,99,3,16,11,56,47,19,65,22,3,12.4,48.75,0,36.5,58.4,744.45,2695.95,0,2070,3084.2,2.5176964726,4.1743872699,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","Yes","yyyy","N","yes","Yesss","nn","Yesss","N",22,77,44,88,8,11,50,50,22,150,5,4,19.3,0,33.4,50.75,0,930.8,0,1719.4,2585,0,2.9601050959,5.0106352941,505,505,"PostUndergraduateDegree","PUD","PUD",505
3,4,5,"Y","Yes","yyyy","Y","yes","Nooo","yy","Nooo","y",66,77,99,3,12,22,57,39,6,106,8,1,9.05,24.25,41.85,12.25,39.6,568.15,1486.35,2291.35,740,2183.95,2.2027647577,4.6634390941,505,505,"PostUndergraduateDegree","PUD","PUD",505
3,4,10,"N","No","nnnn","N","no","Yesss","nn","Yesss","N",22,33,44,88,4,33,2,40,19,51,14,1,4.25,0,0,0,0,6.8,0,0,0,0,1.4469189829,3.9318256327,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,40,38,17,96,0,1,9.3,0,0,0,0,316.05,0,0,0,0,2.2300144002,4.5643481915,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","No","yyyy","Y","yes","Nooo","yy","Nooo","y",66,77,99,3,12,22,6,43,4,33,7,2,4.25,0,0,16.25,26.75,30,0,0,85,146.55,1.4469189829,3.4965075615,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,10,"Y","Yes","yyyy","N","yes","Nooo","yy","Nooo","N",66,77,44,3,12,33,23,25,6,38,1,3,13.9,23.25,28.5,3.75,0,255,574.85,621.25,65,0,2.6318888401,3.6375861597,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,33,11,32,6,125,5,1,3.8,19.25,61.45,19,58.25,31.75,233.4,578.6,200,577.7,1.3350010667,4.8283137373,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","Yes","yyyy","Y","no","Yesss","yy","Yesss","y",66,77,99,3,16,11,29,37,13,145,0,4,8.6,24,41.15,17.75,28,241.45,713.45,1201.4,495,722.8,2.1517622033,4.9767337424,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,5,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","N",66,33,99,3,12,11,42,44,2,99,21,3,22.05,34.75,0,9.75,0,841.55,1501.55,0,395,0,3.0933126019,4.5951198501,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","Yes","yyyy","Y","no","Nooo","yy","Yesss","y",66,77,99,88,16,11,20,34,2,22,0,3,4.85,18.25,35.05,34.75,31.65,75.45,338.55,731.05,635,570.65,1.5789787049,3.0910424534,404,404,"CollegeDegree","CD","CD",404
8,9,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,22,72,60,21,31,38,2,32.25,0,0,33.5,0,2349.25,0,0,2385,0,3.4735180432,3.4339872045,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"Y","Yes","yyyy","Y","no","Nooo","yy","Nooo","y",66,77,99,3,12,11,2,36,3,25,6,1,1.9,15.75,28.7,5,24.15,3.6,23.05,29.05,5,20.95,0.6418538862,3.2188758249,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"Y","Yes","yyyy","Y","no","Nooo","nn","Yesss","N",22,77,99,88,4,33,46,25,5,57,0,2,20.25,21.25,39.4,9.75,28.35,923.95,968.95,1748.55,445,1246.45,3.0081547936,4.0430512678,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,22,39,51,21,41,20,6,12.1,20.5,54.3,9.75,35.35,492.8,910.25,2059.7,330,1301.1,2.4932054526,3.7135720667,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,10,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","y",22,77,44,3,8,33,24,25,1,20,1,2,8.15,0,27.95,0,0,209.35,0,615.8,0,0,2.0980179273,2.9957322736,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,99,3,8,33,59,43,4,101,22,5,13.65,0,0,20.75,0,817.65,0,0,1195,0,2.6137395216,4.6151205168,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,11,65,37,8,56,15,1,10.25,0,0,10.75,0,681.95,0,0,655,0,2.3272777056,4.0253516907,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,50,27,5,22,5,3,17.2,0,0,13.25,0,893.3,0,0,750,0,2.8449093838,3.0910424534,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","yyyy","N","yes","Nooo","nn","Yesss","y",66,33,99,3,12,11,57,37,11,108,9,1,21.8,27.25,42,8,0,1292,1492.1,2394.75,425,0,3.0819099698,4.6821312271,404,404,"CollegeDegree","CD","CD",404
3,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",22,77,99,88,16,33,61,48,14,115,20,1,12.8,16,39.2,17.25,31,785.7,953.95,2410.1,1015,1799.15,2.5494451709,4.7449321284,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","N",22,77,44,88,16,33,34,54,31,53,22,1,8.1,18,45.6,56.5,66.9,225.4,588.4,1463.8,1880,2304.8,2.0918640617,3.9702919136,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,88,16,33,38,53,13,242,12,1,8.95,37.75,54.1,28.5,50.75,396.35,1556.4,1979.1,1020,1934.9,2.1916535323,5.4889377262,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","yyyy","N","no","Yesss","nn","Yesss","y",66,33,99,3,12,11,3,24,2,20,3,5,3.35,22.5,0,9.25,0,7.55,49.55,0,15,0,1.2089603458,2.9957322736,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","Yes","yyyy","N","no","Nooo","nn","Yesss","N",22,77,44,88,4,22,4,47,5,123,11,1,2.5,0,25.3,13.75,0,9.25,0,99.5,40,0,0.9162907319,4.8121843554,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,15,35,0,34,12,1,3.95,0,0,0,0,47.95,0,0,0,0,1.3737155789,3.5263605246,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,11,25,29,8,31,3,5,12.95,0,33.05,0,0,348.9,0,832.85,0,0,2.5610957881,3.4339872045,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,21,44,25,47,12,2,7.05,0,0,14.5,0,182.3,0,0,285,0,1.9530276168,3.8501476017,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,50,37,11,48,8,2,12.9,27.75,0,8.75,0,669.75,1445.15,0,445,0,2.5572273114,3.8712010109,303,303,"SomeCollege","SC","SC",303
8,9,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,22,65,64,22,13,5,3,14.6,33,0,15.75,0,921.7,1990.2,0,930,0,2.6810215287,2.5649493575,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,59,52,18,78,25,2,18.6,0,0,0,0,1179.05,0,0,0,0,2.9231615807,4.3567088267,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",66,33,44,3,12,33,29,26,7,34,7,2,6.5,0,0,16,0,198.7,0,0,490,0,1.8718021769,3.5263605246,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","Yes","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,11,60,46,17,81,9,1,17.45,0,39.25,10.25,0,1067,0,2331.65,610,0,2.8593396486,4.3944491547,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,5,"N","Yes","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,44,3,8,11,71,45,14,86,25,2,45.05,0,33,35,0,3235.9,0,2386.45,2495,0,3.8077729841,4.4543472963,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","Yes","yyyy","Y","no","Yesss","yy","Yesss","y",66,77,44,88,16,33,38,27,0,26,2,4,12.2,0,38.75,9.25,28.05,477.5,0,1429.95,365,1111,2.5014359517,3.258096538,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,33,16,34,5,51,8,5,4.7,0,0,16.5,0,61.5,0,0,260,0,1.5475625087,3.9318256327,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","Yes","nnnn","N","no","Yesss","nn","Nooo","N",66,33,44,88,4,33,7,31,10,59,10,1,2.45,0,29.8,0,0,16.35,0,170.2,0,0,0.8960880246,4.0775374439,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","Yes","nnnn","Y","yes","Nooo","nn","Yesss","N",22,33,44,88,8,11,59,53,21,112,16,1,21.1,0,38.55,0,25.3,1236.3,0,2190.1,0,1465.35,3.0492730405,4.7184988713,404,404,"CollegeDegree","CD","CD",404
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,3,16,22,22,56,14,57,28,2,6.2,18.25,36.65,10.5,28.8,135.2,417.55,748.3,250,649.6,1.8245492921,4.0430512678,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,33,44,3,4,11,18,48,20,41,2,2,4.35,13,0,8,0,59.15,220.95,0,135,0,1.4701758451,3.7135720667,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,22,64,46,19,168,26,2,14.2,71,73.8,38.75,62.45,928.8,4667.75,4758.05,2460,3704.05,2.6532419646,5.1239639794,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","Yes","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,22,7,33,4,29,4,3,4.65,0,28.35,0,0,35.45,0,166.5,0,0,1.5368672196,3.36729583,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,33,65,58,13,167,14,2,24.3,0,0,17.25,0,1642.35,0,0,1110,0,3.1904763503,5.1179938124,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","No","nnnn","N","no","Nooo","yy","Yesss","N",22,33,99,3,4,33,7,24,5,29,3,3,4.45,13.5,0,0,0,43.7,109.5,0,0,0,1.4929040962,3.36729583,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",22,33,99,3,12,11,64,55,28,104,26,1,15,0,0,39.25,0,960.95,0,0,2360,0,2.7080502011,4.6443908991,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","N",66,77,44,3,16,33,42,22,0,46,0,2,9.35,20.25,51.35,6,36,311.85,850.65,2099.55,270,1503.65,2.2353763433,3.8286413965,404,404,"CollegeDegree","CD","CD",404
3,4,10,"Y","Yes","yyyy","Y","no","Nooo","yy","Yesss","y",66,77,99,88,16,33,33,26,5,46,1,3,11,17.5,40.9,6,32.05,350.05,593.1,1347.7,185,1009.5,2.3978952728,3.8286413965,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","Yes","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,3,33,8,51,0,1,2.9,0,19.9,0,0,12.05,0,40.15,0,0,1.064710737,3.9318256327,404,404,"CollegeDegree","CD","CD",404
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,22,69,42,11,65,18,2,14.2,30.5,64.2,31.5,66.55,1007.5,2082.75,4167.7,2125,4399.6,2.6532419646,4.1743872699,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,33,44,3,4,22,9,33,1,48,13,2,3.15,13.25,0,30.5,0,39.75,110.05,0,275,0,1.1474024528,3.8712010109,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,3,8,33,22,34,1,46,1,4,7.1,0,23.4,0,0,125.05,0,484.1,0,0,1.960094784,3.8286413965,303,303,"SomeCollege","SC","SC",303
8,4,5,"N","Yes","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,22,53,63,15,43,18,2,14.85,0,37,11,0,808.95,0,2012.6,535,0,2.6979998652,3.7612001157,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,33,71,53,30,110,34,1,17.45,0,0,14.75,0,1249.8,0,0,1100,0,2.8593396486,4.7004803658,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,88,4,33,24,26,2,32,2,3,4.25,0,0,0,0,97.35,0,0,0,0,1.4469189829,3.4657359028,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,33,12,22,1,18,0,2,4.65,0,0,0,0,57.7,0,0,0,0,1.5368672196,2.8903717579,303,303,"SomeCollege","SC","SC",303
8,4,5,"N","Yes","yyyy","Y","yes","Yesss","yy","Yesss","N",22,33,44,88,8,11,25,39,1,26,0,4,14.45,0,35.95,23,24.75,349.9,0,895.05,515,640.8,2.6706944146,3.258096538,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","yyyy","Y","yes","Yesss","nn","Nooo","y",66,77,99,3,12,33,63,28,9,34,10,6,15,40,0,17.5,45.1,934.05,2465.4,0,1120,2770.35,2.7080502011,3.5263605246,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","Yes","nnnn","N","yes","Nooo","nn","Yesss","y",66,77,44,3,12,11,33,54,18,57,4,3,7.5,30.25,33.9,0,0,226.25,1105.75,1108.5,0,0,2.0149030205,4.0430512678,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,57,54,20,21,0,3,10.6,0,0,17,0,565.55,0,0,930,0,2.3608540011,3.0445224377,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","yyyy","Y","no","Yesss","yy","Yesss","N",66,77,99,88,16,33,13,33,7,38,10,1,5.05,18.5,40.8,12.5,28.85,48.6,199.5,480.85,155,318.9,1.6193882433,3.6375861597,303,303,"SomeCollege","SC","SC",303
3,4,10,"N","Yes","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,44,3,8,11,13,21,2,19,0,1,7.9,0,25.2,5,0,98.35,0,311.65,40,0,2.0668627595,2.9444389792,303,303,"SomeCollege","SC","SC",303
3,4,5,"Y","No","yyyy","N","yes","Yesss","nn","Nooo","N",66,33,99,3,12,11,71,39,2,40,17,1,36.25,27.75,0,38.5,0,2553.7,1916.25,0,2620,0,3.5904393813,3.6888794541,303,303,"SomeCollege","SC","SC",303
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,33,18,69,11,58,8,2,6.35,27.25,53.95,11.75,63,118.05,454.05,896.8,175,1049.95,1.8484548129,4.0604430105,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,17,51,10,95,15,2,7.45,0,0,0,0,132.9,0,0,0,0,2.0082140324,4.5538768916,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","Yes","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,22,43,4,114,19,1,9.25,0,22.7,0,0,202.8,0,428.7,0,0,2.2246235515,4.7361984484,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,22,65,65,27,128,24,2,21.2,24,0,14.5,0,1325.05,1483.55,0,940,0,3.0540011817,4.8520302639,303,303,"SomeCollege","SC","SC",303
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,33,7,40,9,33,2,1,2.8,0,0,0,0,16.85,0,0,0,0,1.0296194172,3.4965075615,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","Yes","yyyy","N","yes","Yesss","yy","Yesss","N",22,77,99,3,16,33,72,66,30,460,41,1,89.4,0,46.55,18.75,0,6353.9,0,3411.2,1245,0,4.4931206822,6.1312264895,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,35,43,12,224,17,1,7.7,0,0,9.5,0,271.55,0,0,330,0,2.0412203289,5.4116460519,303,303,"SomeCollege","SC","SC",303
3,4,5,"Y","No","yyyy","Y","no","Nooo","yy","Yesss","y",66,77,99,3,16,11,24,39,2,122,12,3,4.45,26.25,0,9.75,35.9,98.35,625.95,0,210,844.95,1.4929040962,4.8040210447,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",66,33,99,3,8,11,64,24,0,23,1,5,7,0,35.55,0,0,394.6,0,2182.4,0,0,1.9459101491,3.1354942159,303,303,"SomeCollege","SC","SC",303
8,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,22,63,63,19,191,27,2,12.7,0,0,7,0,782.45,0,0,435,0,2.5416019935,5.252273428,303,303,"SomeCollege","SC","SC",303
8,4,5,"Y","No","yyyy","Y","no","Yesss","yy","Nooo","y",66,77,99,3,16,11,38,31,7,187,6,3,12.65,21.25,0,34,47.85,448.75,834,0,1165,1801.75,2.5376572152,5.2311086169,404,404,"CollegeDegree","CD","CD",404
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,29,37,9,119,12,3,4.6,0,0,0,0,138.7,0,0,0,0,1.5260563035,4.7791234931,303,303,"SomeCollege","SC","SC",303
8,9,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",66,33,99,3,12,11,72,69,49,44,44,2,99.95,0,0,12.5,0,7257.6,0,0,875,0,4.6046700609,3.7841896339,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,11,10,27,2,15,2,2,7.5,12.75,48.65,7.5,39.5,66.45,154.9,442.15,60,377.35,2.0149030205,2.7080502011,303,303,"SomeCollege","SC","SC",303
3,4,10,"Y","No","yyyy","Y","yes","Yesss","nn","Nooo","y",66,77,99,3,12,33,72,64,41,674,37,1,49.6,32.75,0,48.75,60.15,3535.8,2378.15,0,3465,4366.2,3.9039908337,6.5132301109,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,33,52,23,4,33,0,2,13.1,18.25,0,18.75,0,757.8,945.15,0,920,0,2.5726122302,3.4965075615,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,33,13,55,3,250,35,2,4.1,0,0,0,0,50.1,0,0,0,0,1.4109869737,5.5214609179,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","Yes","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,88,4,11,3,33,6,64,0,2,2.15,0,20.75,0,0,6,0,53.1,0,0,0.7654678421,4.1588830834,404,404,"CollegeDegree","CD","CD",404
